2025-09-11 19:11:20,585 - INFO - ✅ Arduino ready and optimized
2025-09-11 19:11:20,585 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-11 19:11:20,585 - INFO - 📐 Differential Drive Specifications:
2025-09-11 19:11:20,585 - INFO -    Wheel diameter: 5.0 cm
2025-09-11 19:11:20,585 - INFO -    Wheel base: 15.0 cm
2025-09-11 19:11:20,585 - INFO -    Left motor: 4993 ticks/rev
2025-09-11 19:11:20,585 - INFO -    Right motor: 4966 ticks/rev
2025-09-11 19:11:20,586 - INFO -    Left resolution: 0.031 mm/tick
2025-09-11 19:11:20,586 - INFO -    Right resolution: 0.032 mm/tick
2025-09-11 19:11:20,586 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-11 19:11:20,586 - INFO - 🔄 High-performance threads started
2025-09-11 19:11:24,009 - INFO - 🔄 Movement: L=-13 ticks (0.4mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:12:01,348 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:12:01,364 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=38 ticks (-1.2mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:12:01,381 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:01,401 - INFO - 🔄 Movement: L=44 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:01,422 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:12:01,443 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:01,463 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,484 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:12:01,504 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.1°
2025-09-11 19:12:01,509 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=11 ticks (-0.3mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:01,525 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=36 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,525 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=11 ticks (-0.3mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:01,546 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,547 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:01,563 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,568 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=0.0°
2025-09-11 19:12:01,583 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=35 ticks (-1.1mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,588 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:01,604 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,609 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:01,625 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,630 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=18 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:01,645 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,650 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:01,666 - INFO - 🔄 Movement: L=36 ticks (-1.1mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,671 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:01,681 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=31 ticks (-1.0mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:01,691 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=20 ticks (-0.6mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:12:01,702 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=32 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,712 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=20 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:01,722 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:01,738 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=24 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:01,749 - INFO - 🔄 Movement: L=32 ticks (-1.0mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:01,760 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=30 ticks (-0.9mm), Center=-1.0mm, Turn=-0.0°
2025-09-11 19:12:01,766 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=20 ticks (-0.6mm), Center=-0.6mm, Turn=0.0°
2025-09-11 19:12:01,775 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=33 ticks (-1.0mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,785 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=19 ticks (-0.6mm), Center=-0.6mm, Turn=0.0°
2025-09-11 19:12:01,795 - INFO - 🔄 Movement: L=38 ticks (-1.2mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:01,806 - INFO - 🔄 Movement: L=17 ticks (-0.5mm), R=16 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:01,821 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,827 - INFO - 🔄 Movement: L=18 ticks (-0.6mm), R=15 ticks (-0.5mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:01,837 - INFO - 🔄 Movement: L=41 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:01,842 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:01,858 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:12:01,863 - INFO - 🔄 Movement: L=14 ticks (-0.4mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:01,878 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:12:01,884 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=10 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:12:01,899 - INFO - 🔄 Movement: L=47 ticks (-1.5mm), R=43 ticks (-1.4mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:12:01,904 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=10 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:12:01,919 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:01,943 - INFO - 🔄 Movement: L=50 ticks (-1.6mm), R=45 ticks (-1.4mm), Center=-1.5mm, Turn=-0.1°
2025-09-11 19:12:01,970 - INFO - 🔄 Movement: L=50 ticks (-1.6mm), R=45 ticks (-1.4mm), Center=-1.5mm, Turn=-0.1°
2025-09-11 19:12:01,986 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=42 ticks (-1.3mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:12:02,006 - INFO - 🔄 Movement: L=50 ticks (-1.6mm), R=44 ticks (-1.4mm), Center=-1.5mm, Turn=-0.1°
2025-09-11 19:12:02,027 - INFO - 🔄 Movement: L=48 ticks (-1.5mm), R=43 ticks (-1.4mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:02,048 - INFO - 🔄 Movement: L=51 ticks (-1.6mm), R=45 ticks (-1.4mm), Center=-1.5mm, Turn=-0.1°
2025-09-11 19:12:02,068 - INFO - 🔄 Movement: L=48 ticks (-1.5mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:02,089 - INFO - 🔄 Movement: L=47 ticks (-1.5mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:02,105 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:02,125 - INFO - 🔄 Movement: L=48 ticks (-1.5mm), R=41 ticks (-1.3mm), Center=-1.4mm, Turn=-0.1°
2025-09-11 19:12:02,148 - INFO - 🔄 Movement: L=45 ticks (-1.4mm), R=40 ticks (-1.3mm), Center=-1.3mm, Turn=-0.1°
2025-09-11 19:12:02,166 - INFO - 🔄 Movement: L=46 ticks (-1.4mm), R=42 ticks (-1.3mm), Center=-1.4mm, Turn=-0.0°
2025-09-11 19:12:02,188 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=41 ticks (-1.3mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:02,193 - INFO - 🔄 Movement: L=11 ticks (-0.3mm), R=9 ticks (-0.3mm), Center=-0.3mm, Turn=-0.0°
2025-09-11 19:12:02,209 - INFO - 🔄 Movement: L=43 ticks (-1.4mm), R=39 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:02,229 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:02,230 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:02,250 - INFO - 🔄 Movement: L=42 ticks (-1.3mm), R=38 ticks (-1.2mm), Center=-1.3mm, Turn=-0.0°
2025-09-11 19:12:02,250 - INFO - 🔄 Movement: L=13 ticks (-0.4mm), R=12 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:02,266 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:02,271 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=14 ticks (-0.4mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:02,287 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:02,293 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=14 ticks (-0.4mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:02,308 - INFO - 🔄 Movement: L=40 ticks (-1.3mm), R=37 ticks (-1.2mm), Center=-1.2mm, Turn=-0.0°
2025-09-11 19:12:02,313 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=14 ticks (-0.4mm), Center=-0.5mm, Turn=-0.0°
2025-09-11 19:12:02,329 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:02,334 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=17 ticks (-0.5mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:02,351 - INFO - 🔄 Movement: L=37 ticks (-1.2mm), R=34 ticks (-1.1mm), Center=-1.1mm, Turn=-0.0°
2025-09-11 19:12:02,358 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=21 ticks (-0.7mm), Center=-0.7mm, Turn=-0.0°
2025-09-11 19:12:02,369 - INFO - 🔄 Movement: L=27 ticks (-0.8mm), R=25 ticks (-0.8mm), Center=-0.8mm, Turn=-0.0°
2025-09-11 19:12:02,380 - INFO - 🔄 Movement: L=21 ticks (-0.7mm), R=19 ticks (-0.6mm), Center=-0.6mm, Turn=-0.0°
2025-09-11 19:12:02,390 - INFO - 🔄 Movement: L=16 ticks (-0.5mm), R=17 ticks (-0.5mm), Center=-0.5mm, Turn=0.0°
2025-09-11 19:12:02,401 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=13 ticks (-0.4mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:02,411 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=11 ticks (-0.3mm), Center=-0.4mm, Turn=-0.0°
2025-09-11 19:12:02,422 - INFO - 🔄 Movement: L=10 ticks (-0.3mm), R=11 ticks (-0.3mm), Center=-0.3mm, Turn=0.0°
2025-09-11 19:12:02,587 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=-9 ticks (0.3mm), Center=0.3mm, Turn=0.0°
2025-09-11 19:12:02,602 - INFO - 🔄 Movement: L=-17 ticks (0.5mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:12:02,623 - INFO - 🔄 Movement: L=-25 ticks (0.8mm), R=-16 ticks (0.5mm), Center=0.6mm, Turn=0.1°
2025-09-11 19:12:02,643 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=-19 ticks (0.6mm), Center=0.7mm, Turn=0.1°
2025-09-11 19:12:02,669 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=-21 ticks (0.7mm), Center=0.8mm, Turn=0.1°
2025-09-11 19:12:02,685 - INFO - 🔄 Movement: L=-34 ticks (1.1mm), R=-25 ticks (0.8mm), Center=0.9mm, Turn=0.1°
2025-09-11 19:12:02,705 - INFO - 🔄 Movement: L=-36 ticks (1.1mm), R=-27 ticks (0.9mm), Center=1.0mm, Turn=0.1°
2025-09-11 19:12:02,726 - INFO - 🔄 Movement: L=-40 ticks (1.3mm), R=-32 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:12:02,754 - INFO - 🔄 Movement: L=-43 ticks (1.4mm), R=-34 ticks (1.1mm), Center=1.2mm, Turn=0.1°
2025-09-11 19:12:02,767 - INFO - 🔄 Movement: L=-46 ticks (1.4mm), R=-36 ticks (1.1mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:12:02,789 - INFO - 🔄 Movement: L=-48 ticks (1.5mm), R=-37 ticks (1.2mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:12:02,810 - INFO - 🔄 Movement: L=-49 ticks (1.5mm), R=-39 ticks (1.2mm), Center=1.4mm, Turn=0.1°
2025-09-11 19:12:02,830 - INFO - 🔄 Movement: L=-49 ticks (1.5mm), R=-40 ticks (1.3mm), Center=1.4mm, Turn=0.1°
2025-09-11 19:12:02,851 - INFO - 🔄 Movement: L=-55 ticks (1.7mm), R=-45 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,871 - INFO - 🔄 Movement: L=-55 ticks (1.7mm), R=-44 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,892 - INFO - 🔄 Movement: L=-56 ticks (1.8mm), R=-47 ticks (1.5mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,912 - INFO - 🔄 Movement: L=-54 ticks (1.7mm), R=-45 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,932 - INFO - 🔄 Movement: L=-55 ticks (1.7mm), R=-44 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,953 - INFO - 🔄 Movement: L=-55 ticks (1.7mm), R=-44 ticks (1.4mm), Center=1.6mm, Turn=0.1°
2025-09-11 19:12:02,979 - INFO - 🔄 Movement: L=-52 ticks (1.6mm), R=-44 ticks (1.4mm), Center=1.5mm, Turn=0.1°
2025-09-11 19:12:02,979 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=-12 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:12:02,994 - INFO - 🔄 Movement: L=-46 ticks (1.4mm), R=-38 ticks (1.2mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:12:03,000 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=-11 ticks (0.3mm), Center=0.4mm, Turn=0.0°
2025-09-11 19:12:03,016 - INFO - 🔄 Movement: L=-44 ticks (1.4mm), R=-37 ticks (1.2mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:12:03,021 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:12:03,032 - INFO - 🔄 Movement: L=-44 ticks (1.4mm), R=-37 ticks (1.2mm), Center=1.3mm, Turn=0.1°
2025-09-11 19:12:03,042 - INFO - 🔄 Movement: L=-17 ticks (0.5mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:12:03,053 - INFO - 🔄 Movement: L=-41 ticks (1.3mm), R=-34 ticks (1.1mm), Center=1.2mm, Turn=0.1°
2025-09-11 19:12:03,058 - INFO - 🔄 Movement: L=-20 ticks (0.6mm), R=-17 ticks (0.5mm), Center=0.6mm, Turn=0.0°
2025-09-11 19:12:03,073 - INFO - 🔄 Movement: L=-41 ticks (1.3mm), R=-34 ticks (1.1mm), Center=1.2mm, Turn=0.1°
2025-09-11 19:12:03,079 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=-17 ticks (0.5mm), Center=0.6mm, Turn=0.0°
2025-09-11 19:12:03,094 - INFO - 🔄 Movement: L=-37 ticks (1.2mm), R=-31 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:12:03,100 - INFO - 🔄 Movement: L=-24 ticks (0.8mm), R=-20 ticks (0.6mm), Center=0.7mm, Turn=0.0°
2025-09-11 19:12:03,115 - INFO - 🔄 Movement: L=-37 ticks (1.2mm), R=-32 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:12:03,120 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=-19 ticks (0.6mm), Center=0.7mm, Turn=0.0°
2025-09-11 19:12:03,136 - INFO - 🔄 Movement: L=-35 ticks (1.1mm), R=-29 ticks (0.9mm), Center=1.0mm, Turn=0.1°
2025-09-11 19:12:03,143 - INFO - 🔄 Movement: L=-26 ticks (0.8mm), R=-22 ticks (0.7mm), Center=0.8mm, Turn=0.0°
2025-09-11 19:12:03,155 - INFO - 🔄 Movement: L=-36 ticks (1.1mm), R=-31 ticks (1.0mm), Center=1.1mm, Turn=0.1°
2025-09-11 19:12:03,168 - INFO - 🔄 Movement: L=-25 ticks (0.8mm), R=-20 ticks (0.6mm), Center=0.7mm, Turn=0.1°
2025-09-11 19:12:03,175 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=-21 ticks (0.7mm), Center=0.7mm, Turn=0.0°
2025-09-11 19:12:03,185 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=-14 ticks (0.4mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:12:03,196 - INFO - 🔄 Movement: L=-18 ticks (0.6mm), R=-16 ticks (0.5mm), Center=0.5mm, Turn=0.0°
2025-09-11 19:12:03,206 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=-10 ticks (0.3mm), Center=0.3mm, Turn=0.0°
2025-09-11 19:12:03,217 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=-10 ticks (0.3mm), Center=0.3mm, Turn=0.0°
2025-09-11 19:12:05,585 - INFO - 🔄 Movement: L=15 ticks (-0.5mm), R=-9 ticks (0.3mm), Center=-0.1mm, Turn=-0.3°
2025-09-11 19:12:05,606 - INFO - 🔄 Movement: L=19 ticks (-0.6mm), R=-11 ticks (0.3mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:05,626 - INFO - 🔄 Movement: L=22 ticks (-0.7mm), R=-13 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:05,647 - INFO - 🔄 Movement: L=24 ticks (-0.8mm), R=-17 ticks (0.5mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:05,667 - INFO - 🔄 Movement: L=25 ticks (-0.8mm), R=-18 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:05,688 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-24 ticks (0.8mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:12:05,688 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-24 (diff=55)
2025-09-11 19:12:05,708 - INFO - 🔄 Movement: L=31 ticks (-1.0mm), R=-25 ticks (0.8mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:12:05,708 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=31, R=-25 (diff=56)
2025-09-11 19:12:05,729 - INFO - 🔄 Movement: L=33 ticks (-1.0mm), R=-27 ticks (0.9mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:12:05,730 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=33, R=-27 (diff=60)
2025-09-11 19:12:05,749 - INFO - 🔄 Movement: L=34 ticks (-1.1mm), R=-28 ticks (0.9mm), Center=-0.1mm, Turn=-0.7°
2025-09-11 19:12:05,749 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=34, R=-28 (diff=62)
2025-09-11 19:12:05,770 - INFO - 🔄 Movement: L=35 ticks (-1.1mm), R=-29 ticks (0.9mm), Center=-0.1mm, Turn=-0.8°
2025-09-11 19:12:05,770 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=35, R=-29 (diff=64)
2025-09-11 19:12:05,791 - INFO - 🔄 Movement: L=26 ticks (-0.8mm), R=-19 ticks (0.6mm), Center=-0.1mm, Turn=-0.5°
2025-09-11 19:12:05,811 - INFO - 🔄 Movement: L=20 ticks (-0.6mm), R=-14 ticks (0.4mm), Center=-0.1mm, Turn=-0.4°
2025-09-11 19:12:05,832 - INFO - 🔄 Movement: L=12 ticks (-0.4mm), R=-5 ticks (0.2mm), Center=-0.1mm, Turn=-0.2°
2025-09-11 19:12:08,543 - INFO - 🔄 Movement: L=1700 ticks (-53.5mm), R=0 ticks (-0.0mm), Center=-26.7mm, Turn=-20.4°
2025-09-11 19:12:08,555 - INFO - 🔄 Movement: L=-1700 ticks (53.5mm), R=0 ticks (-0.0mm), Center=26.7mm, Turn=20.4°
2025-09-11 19:12:12,343 - INFO - 🔄 Movement: L=-15 ticks (0.5mm), R=12 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,363 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:12,384 - INFO - 🔄 Movement: L=-20 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:12,389 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=7 ticks (-0.2mm), Center=0.1mm, Turn=0.2°
2025-09-11 19:12:12,405 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=16 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:12,410 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=10 ticks (-0.3mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,420 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=17 ticks (-0.5mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:12,431 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=12 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,441 - INFO - 🔄 Movement: L=-24 ticks (0.8mm), R=19 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:12,452 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=13 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,466 - INFO - 🔄 Movement: L=-22 ticks (0.7mm), R=18 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:12,472 - INFO - 🔄 Movement: L=-16 ticks (0.5mm), R=13 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,482 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=19 ticks (-0.6mm), Center=0.0mm, Turn=0.5°
2025-09-11 19:12:12,499 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:12,504 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=16 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:12:12,515 - INFO - 🔄 Movement: L=-19 ticks (0.6mm), R=16 ticks (-0.5mm), Center=0.0mm, Turn=0.4°
2025-09-11 19:12:12,536 - INFO - 🔄 Movement: L=-12 ticks (0.4mm), R=8 ticks (-0.3mm), Center=0.1mm, Turn=0.2°
2025-09-11 19:12:12,741 - INFO - 🔄 Movement: L=-11 ticks (0.3mm), R=9 ticks (-0.3mm), Center=0.0mm, Turn=0.2°
2025-09-11 19:12:12,761 - INFO - 🔄 Movement: L=-14 ticks (0.4mm), R=12 ticks (-0.4mm), Center=0.0mm, Turn=0.3°
2025-09-11 19:12:12,782 - INFO - 🔄 Movement: L=-21 ticks (0.7mm), R=15 ticks (-0.5mm), Center=0.1mm, Turn=0.4°
2025-09-11 19:12:12,802 - INFO - 🔄 Movement: L=-23 ticks (0.7mm), R=18 ticks (-0.6mm), Center=0.1mm, Turn=0.5°
2025-09-11 19:12:12,823 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=21 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,843 - INFO - 🔄 Movement: L=-29 ticks (0.9mm), R=23 ticks (-0.7mm), Center=0.1mm, Turn=0.6°
2025-09-11 19:12:12,844 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=23 (diff=-52)
