2025-09-06 17:33:50,697 - INFO - ✅ Arduino ready and optimized
2025-09-06 17:33:50,708 - INFO - 🚀 Optimized Robot Controller Initialized
2025-09-06 17:33:50,708 - INFO - 📐 Differential Drive Specifications:
2025-09-06 17:33:50,708 - INFO -    Wheel diameter: 5.0 cm
2025-09-06 17:33:50,709 - INFO -    Wheel base: 15.0 cm
2025-09-06 17:33:50,709 - INFO -    Left motor: 4993 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Right motor: 4966 ticks/rev
2025-09-06 17:33:50,709 - INFO -    Left resolution: 0.031 mm/tick
2025-09-06 17:33:50,709 - INFO -    Right resolution: 0.032 mm/tick
2025-09-06 17:33:50,709 - INFO -    360° turn needs: L=14979 ticks, R=14898 ticks
2025-09-06 17:33:50,710 - INFO - 🔄 High-performance threads started
2025-09-06 17:33:54,028 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=8 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:33:58,605 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:58,621 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=39 ticks (1.2mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:33:58,627 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:33:58,645 - INFO - 🔄 Movement: L=47 ticks (1.5mm), R=43 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:33:58,650 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:58,661 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=43 ticks (1.4mm), Center=1.4mm, Turn=-0.1°
2025-09-06 17:33:58,667 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=17 ticks (0.5mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:33:58,682 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=48 ticks (1.5mm), Center=1.6mm, Turn=-0.1°
2025-09-06 17:33:58,688 - INFO - 🔄 Movement: L=17 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:58,704 - INFO - 🔄 Movement: L=54 ticks (1.7mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.1°
2025-09-06 17:33:58,709 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-06 17:33:58,725 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=52 ticks (1.6mm), Center=1.7mm, Turn=-0.1°
2025-09-06 17:33:58,730 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=0.0°
2025-09-06 17:33:58,746 - INFO - 🔄 Movement: L=60 ticks (1.9mm), R=54 ticks (1.7mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:33:58,767 - INFO - 🔄 Movement: L=63 ticks (2.0mm), R=59 ticks (1.9mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:33:58,789 - INFO - 🔄 Movement: L=65 ticks (2.0mm), R=60 ticks (1.9mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:33:58,810 - INFO - 🔄 Movement: L=67 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.0mm, Turn=-0.1°
2025-09-06 17:33:58,826 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=62 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:58,847 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=65 ticks (2.1mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:58,867 - INFO - 🔄 Movement: L=69 ticks (2.2mm), R=63 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:58,894 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=65 ticks (2.1mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:58,894 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:58,912 - INFO - 🔄 Movement: L=57 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:33:58,912 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=14 ticks (0.4mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:58,931 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=51 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:58,939 - INFO - 🔄 Movement: L=20 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:33:58,953 - INFO - 🔄 Movement: L=54 ticks (1.7mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:58,959 - INFO - 🔄 Movement: L=31 ticks (1.0mm), R=29 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:33:58,969 - INFO - 🔄 Movement: L=39 ticks (1.2mm), R=36 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:33:58,980 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:33:58,992 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=35 ticks (1.1mm), Center=1.2mm, Turn=-0.0°
2025-09-06 17:33:59,004 - INFO - 🔄 Movement: L=38 ticks (1.2mm), R=34 ticks (1.1mm), Center=1.1mm, Turn=-0.0°
2025-09-06 17:33:59,009 - INFO - 🔄 Movement: L=32 ticks (1.0mm), R=31 ticks (1.0mm), Center=1.0mm, Turn=-0.0°
2025-09-06 17:33:59,024 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:59,030 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:59,046 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:33:59,052 - INFO - 🔄 Movement: L=19 ticks (0.6mm), R=18 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:33:59,069 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:33:59,075 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=16 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:59,087 - INFO - 🔄 Movement: L=56 ticks (1.8mm), R=53 ticks (1.7mm), Center=1.7mm, Turn=-0.0°
2025-09-06 17:33:59,092 - INFO - 🔄 Movement: L=14 ticks (0.4mm), R=13 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:33:59,106 - INFO - 🔄 Movement: L=61 ticks (1.9mm), R=57 ticks (1.8mm), Center=1.9mm, Turn=-0.0°
2025-09-06 17:33:59,111 - INFO - 🔄 Movement: L=13 ticks (0.4mm), R=12 ticks (0.4mm), Center=0.4mm, Turn=-0.0°
2025-09-06 17:33:59,132 - INFO - 🔄 Movement: L=61 ticks (1.9mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=-0.1°
2025-09-06 17:33:59,148 - INFO - 🔄 Movement: L=69 ticks (2.2mm), R=65 ticks (2.1mm), Center=2.1mm, Turn=-0.0°
2025-09-06 17:33:59,170 - INFO - 🔄 Movement: L=70 ticks (2.2mm), R=64 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:59,196 - INFO - 🔄 Movement: L=72 ticks (2.3mm), R=67 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:33:59,212 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=67 ticks (2.1mm), Center=2.2mm, Turn=-0.0°
2025-09-06 17:33:59,234 - INFO - 🔄 Movement: L=71 ticks (2.2mm), R=66 ticks (2.1mm), Center=2.2mm, Turn=-0.1°
2025-09-06 17:33:59,234 - INFO - 🔄 Movement: L=10 ticks (0.3mm), R=11 ticks (0.3mm), Center=0.3mm, Turn=0.0°
2025-09-06 17:33:59,252 - INFO - 🔄 Movement: L=64 ticks (2.0mm), R=59 ticks (1.9mm), Center=1.9mm, Turn=-0.1°
2025-09-06 17:33:59,259 - INFO - 🔄 Movement: L=11 ticks (0.3mm), R=10 ticks (0.3mm), Center=0.3mm, Turn=-0.0°
2025-09-06 17:33:59,269 - INFO - 🔄 Movement: L=59 ticks (1.9mm), R=55 ticks (1.7mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:33:59,281 - INFO - 🔄 Movement: L=16 ticks (0.5mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:59,293 - INFO - 🔄 Movement: L=58 ticks (1.8mm), R=56 ticks (1.8mm), Center=1.8mm, Turn=-0.0°
2025-09-06 17:33:59,298 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=15 ticks (0.5mm), Center=0.5mm, Turn=-0.0°
2025-09-06 17:33:59,316 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:59,317 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:59,332 - INFO - 🔄 Movement: L=52 ticks (1.6mm), R=49 ticks (1.5mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:59,338 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=21 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:59,350 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:33:59,366 - INFO - 🔄 Movement: L=45 ticks (1.4mm), R=42 ticks (1.3mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:33:59,373 - INFO - 🔄 Movement: L=29 ticks (0.9mm), R=27 ticks (0.9mm), Center=0.9mm, Turn=-0.0°
2025-09-06 17:33:59,383 - INFO - 🔄 Movement: L=44 ticks (1.4mm), R=41 ticks (1.3mm), Center=1.3mm, Turn=-0.0°
2025-09-06 17:33:59,395 - INFO - 🔄 Movement: L=27 ticks (0.8mm), R=26 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:33:59,406 - INFO - 🔄 Movement: L=48 ticks (1.5mm), R=44 ticks (1.4mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:33:59,411 - INFO - 🔄 Movement: L=26 ticks (0.8mm), R=25 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:33:59,427 - INFO - 🔄 Movement: L=46 ticks (1.4mm), R=43 ticks (1.4mm), Center=1.4mm, Turn=-0.0°
2025-09-06 17:33:59,432 - INFO - 🔄 Movement: L=25 ticks (0.8mm), R=24 ticks (0.8mm), Center=0.8mm, Turn=-0.0°
2025-09-06 17:33:59,448 - INFO - 🔄 Movement: L=50 ticks (1.6mm), R=47 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:33:59,454 - INFO - 🔄 Movement: L=24 ticks (0.8mm), R=22 ticks (0.7mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:59,465 - INFO - 🔄 Movement: L=49 ticks (1.5mm), R=46 ticks (1.5mm), Center=1.5mm, Turn=-0.0°
2025-09-06 17:33:59,476 - INFO - 🔄 Movement: L=22 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.7mm, Turn=-0.0°
2025-09-06 17:33:59,487 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=50 ticks (1.6mm), Center=1.6mm, Turn=-0.0°
2025-09-06 17:33:59,493 - INFO - 🔄 Movement: L=21 ticks (0.7mm), R=20 ticks (0.6mm), Center=0.6mm, Turn=-0.0°
2025-09-06 17:33:59,512 - INFO - 🔄 Movement: L=68 ticks (2.1mm), R=63 ticks (2.0mm), Center=2.1mm, Turn=-0.1°
2025-09-06 17:33:59,532 - INFO - 🔄 Movement: L=40 ticks (1.3mm), R=58 ticks (1.8mm), Center=1.5mm, Turn=0.2°
2025-09-06 17:33:59,553 - INFO - 🔄 Movement: L=36 ticks (1.1mm), R=56 ticks (1.8mm), Center=1.5mm, Turn=0.2°
2025-09-06 17:33:59,574 - INFO - 🔄 Movement: L=43 ticks (1.4mm), R=54 ticks (1.7mm), Center=1.5mm, Turn=0.1°
2025-09-06 17:33:59,594 - INFO - 🔄 Movement: L=51 ticks (1.6mm), R=55 ticks (1.7mm), Center=1.7mm, Turn=0.1°
2025-09-06 17:33:59,613 - INFO - 🔄 Movement: L=53 ticks (1.7mm), R=57 ticks (1.8mm), Center=1.7mm, Turn=0.1°
2025-09-06 17:33:59,634 - INFO - 🔄 Movement: L=18 ticks (0.6mm), R=54 ticks (1.7mm), Center=1.1mm, Turn=0.4°
2025-09-06 17:33:59,654 - INFO - 🔄 Movement: L=-7 ticks (-0.2mm), R=43 ticks (1.4mm), Center=0.6mm, Turn=0.6°
2025-09-06 17:33:59,675 - INFO - 🔄 Movement: L=-20 ticks (-0.6mm), R=40 ticks (1.3mm), Center=0.3mm, Turn=0.7°
2025-09-06 17:33:59,676 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-20, R=40 (diff=-60)
2025-09-06 17:33:59,697 - INFO - 🔄 Movement: L=-25 ticks (-0.8mm), R=37 ticks (1.2mm), Center=0.2mm, Turn=0.7°
2025-09-06 17:33:59,697 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-25, R=37 (diff=-62)
2025-09-06 17:33:59,697 - INFO - 🔄 Movement: L=-8 ticks (-0.3mm), R=11 ticks (0.3mm), Center=0.0mm, Turn=0.2°
2025-09-06 17:33:59,713 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=38 ticks (1.2mm), Center=0.1mm, Turn=0.8°
2025-09-06 17:33:59,713 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=38 (diff=-69)
2025-09-06 17:33:59,718 - INFO - 🔄 Movement: L=-11 ticks (-0.3mm), R=12 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:33:59,734 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=34 ticks (1.1mm), Center=0.0mm, Turn=0.8°
2025-09-06 17:33:59,734 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=34 (diff=-66)
2025-09-06 17:33:59,739 - INFO - 🔄 Movement: L=-14 ticks (-0.4mm), R=16 ticks (0.5mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:33:59,755 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=35 ticks (1.1mm), Center=0.0mm, Turn=0.8°
2025-09-06 17:33:59,755 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=35 (diff=-70)
2025-09-06 17:33:59,761 - INFO - 🔄 Movement: L=-13 ticks (-0.4mm), R=14 ticks (0.4mm), Center=0.0mm, Turn=0.3°
2025-09-06 17:33:59,776 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=35 ticks (1.1mm), Center=0.0mm, Turn=0.8°
2025-09-06 17:33:59,777 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=35 (diff=-70)
2025-09-06 17:33:59,782 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:33:59,797 - INFO - 🔄 Movement: L=-37 ticks (-1.2mm), R=36 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:33:59,798 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-37, R=36 (diff=-73)
2025-09-06 17:33:59,803 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=17 ticks (0.5mm), Center=0.0mm, Turn=0.4°
2025-09-06 17:33:59,813 - INFO - 🔄 Movement: L=-36 ticks (-1.1mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:33:59,814 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=35 (diff=-71)
2025-09-06 17:33:59,824 - INFO - 🔄 Movement: L=-21 ticks (-0.7mm), R=18 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:33:59,835 - INFO - 🔄 Movement: L=-36 ticks (-1.1mm), R=35 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:33:59,835 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-36, R=35 (diff=-71)
2025-09-06 17:33:59,845 - INFO - 🔄 Movement: L=-20 ticks (-0.6mm), R=19 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:33:59,856 - INFO - 🔄 Movement: L=-38 ticks (-1.2mm), R=36 ticks (1.1mm), Center=-0.0mm, Turn=0.9°
2025-09-06 17:33:59,856 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-38, R=36 (diff=-74)
2025-09-06 17:33:59,861 - INFO - 🔄 Movement: L=-22 ticks (-0.7mm), R=20 ticks (0.6mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:33:59,877 - INFO - 🔄 Movement: L=-34 ticks (-1.1mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:33:59,877 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-34, R=32 (diff=-66)
2025-09-06 17:33:59,883 - INFO - 🔄 Movement: L=-24 ticks (-0.8mm), R=24 ticks (0.8mm), Center=0.0mm, Turn=0.6°
2025-09-06 17:33:59,898 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:33:59,899 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=32 (diff=-67)
2025-09-06 17:33:59,904 - INFO - 🔄 Movement: L=-24 ticks (-0.8mm), R=24 ticks (0.8mm), Center=0.0mm, Turn=0.6°
2025-09-06 17:33:59,914 - INFO - 🔄 Movement: L=-33 ticks (-1.0mm), R=29 ticks (0.9mm), Center=-0.1mm, Turn=0.7°
2025-09-06 17:33:59,914 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-33, R=29 (diff=-62)
2025-09-06 17:33:59,925 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:33:59,925 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=26 (diff=-53)
2025-09-06 17:33:59,940 - INFO - 🔄 Movement: L=-33 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:33:59,940 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-33, R=30 (diff=-63)
2025-09-06 17:33:59,946 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=25 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:33:59,946 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=25 (diff=-52)
2025-09-06 17:33:59,957 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:33:59,957 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=30 (diff=-61)
2025-09-06 17:33:59,967 - INFO - 🔄 Movement: L=-30 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:33:59,968 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=27 (diff=-57)
2025-09-06 17:33:59,978 - INFO - 🔄 Movement: L=-31 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:33:59,978 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-31, R=30 (diff=-61)
2025-09-06 17:33:59,988 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:33:59,989 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=26 (diff=-54)
2025-09-06 17:33:59,999 - INFO - 🔄 Movement: L=-30 ticks (-0.9mm), R=28 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,000 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=28 (diff=-58)
2025-09-06 17:34:00,010 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,010 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=30 (diff=-62)
2025-09-06 17:34:00,016 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,016 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=27 (diff=-56)
2025-09-06 17:34:00,026 - INFO - 🔄 Movement: L=-30 ticks (-0.9mm), R=29 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,027 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-30, R=29 (diff=-59)
2025-09-06 17:34:00,037 - INFO - 🔄 Movement: L=-28 ticks (-0.9mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,037 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-28, R=26 (diff=-54)
2025-09-06 17:34:00,048 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=31 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:00,048 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=31 (diff=-63)
2025-09-06 17:34:00,059 - INFO - 🔄 Movement: L=-29 ticks (-0.9mm), R=27 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,059 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-29, R=27 (diff=-56)
2025-09-06 17:34:00,069 - INFO - 🔄 Movement: L=-32 ticks (-1.0mm), R=30 ticks (0.9mm), Center=-0.0mm, Turn=0.7°
2025-09-06 17:34:00,070 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-32, R=30 (diff=-62)
2025-09-06 17:34:00,075 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:00,075 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=26 (diff=-53)
2025-09-06 17:34:00,091 - INFO - 🔄 Movement: L=-34 ticks (-1.1mm), R=32 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:00,091 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-34, R=32 (diff=-66)
2025-09-06 17:34:00,096 - INFO - 🔄 Movement: L=-27 ticks (-0.8mm), R=26 ticks (0.8mm), Center=-0.0mm, Turn=0.6°
2025-09-06 17:34:00,097 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-27, R=26 (diff=-53)
2025-09-06 17:34:00,112 - INFO - 🔄 Movement: L=-35 ticks (-1.1mm), R=33 ticks (1.0mm), Center=-0.0mm, Turn=0.8°
2025-09-06 17:34:00,113 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-35, R=33 (diff=-68)
2025-09-06 17:34:00,118 - INFO - 🔄 Movement: L=-23 ticks (-0.7mm), R=22 ticks (0.7mm), Center=-0.0mm, Turn=0.5°
2025-09-06 17:34:00,134 - INFO - 🔄 Movement: L=-44 ticks (-1.4mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:00,134 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-44, R=41 (diff=-85)
2025-09-06 17:34:00,139 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,155 - INFO - 🔄 Movement: L=-44 ticks (-1.4mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:00,155 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-44, R=41 (diff=-85)
2025-09-06 17:34:00,160 - INFO - 🔄 Movement: L=-18 ticks (-0.6mm), R=17 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,171 - INFO - 🔄 Movement: L=-43 ticks (-1.4mm), R=40 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:00,171 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-43, R=40 (diff=-83)
2025-09-06 17:34:00,177 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=15 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,197 - INFO - 🔄 Movement: L=-45 ticks (-1.4mm), R=42 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:00,198 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-45, R=42 (diff=-87)
2025-09-06 17:34:00,198 - INFO - 🔄 Movement: L=-17 ticks (-0.5mm), R=16 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,213 - INFO - 🔄 Movement: L=-43 ticks (-1.4mm), R=41 ticks (1.3mm), Center=-0.0mm, Turn=1.0°
2025-09-06 17:34:00,214 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-43, R=41 (diff=-84)
2025-09-06 17:34:00,219 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=14 ticks (0.4mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,235 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=43 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:00,235 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=43 (diff=-89)
2025-09-06 17:34:00,240 - INFO - 🔄 Movement: L=-16 ticks (-0.5mm), R=15 ticks (0.5mm), Center=-0.0mm, Turn=0.4°
2025-09-06 17:34:00,256 - INFO - 🔄 Movement: L=-46 ticks (-1.4mm), R=43 ticks (1.4mm), Center=-0.0mm, Turn=1.1°
2025-09-06 17:34:00,256 - WARNING - ⚠️  CIRCULAR MOTION DETECTED! Large wheel difference: L=-46, R=43 (diff=-89)
2025-09-06 17:34:00,262 - INFO - 🔄 Movement: L=-12 ticks (-0.4mm), R=11 ticks (0.3mm), Center=-0.0mm, Turn=0.3°
